feature,GSM2242042_C1_edge_Week0.CEL,GSM2242043_C1_edge_Week1.CEL,GSM2242044_C2_edge_Week0.CEL,GSM2242045_C2_edge_Week1.CEL,GSM2242046_C3_edge_Week0.CEL,GSM2242047_C3_edge_Week1.CEL,GSM2242048_T1_edge_Week0.CEL,GSM2242049_T1_edge_Week1.CEL,GSM2242050_T2_edge_Week0.CEL,GSM2242051_T2_edge_Week1.CEL,GSM2242052_T3_edge_Week0.CEL,GSM2242053_T3_edge_Week1.CEL,GSM2242054_T4_edge_Week0.CEL,GSM2242055_T4_edge_Week1.CEL,GSM2242056_T5_edge_Week0.CEL,GSM2242057_T5_edge_Week1.CEL,GSM2242058_T6_edge_Week0.CEL,GSM2242059_T6_edge_Week1.CEL
HALLMARK_PROTEIN_SECRETION,0.10847704683060572,0.45495201330027935,-0.16042423457402466,-0.29165034153538466,0.26042003804837544,0.18803391959909652,0.2888379734201547,0.17244641998227617,-0.13487265929985132,0.19388329498746837,0.020817145667808512,0.0863989431437654,-0.46060809447182827,-0.2302455821068105,0.2506158137406407,-0.017831068966719488,-0.37429268705719565,-0.28654251154054167
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.32868069547742784,0.08324019906754193,-0.16487803999278036,0.008660790370576182,0.25071920371903506,0.32086074607654347,0.3539265891011126,0.16273556513983123,0.0627475550913929,0.3200504607124636,-0.09458979218521035,-0.07684436557302127,0.06638896369676506,0.0903484043559718,0.016616336188873204,-0.123603500313473,-0.3979831204215844,-0.3686388912497456
HALLMARK_SPERMATOGENESIS,0.0479844018785881,0.25381800465343396,-0.1540099805113574,-0.07532215569353917,0.04919433290180242,0.11832137670434559,0.07880016602981327,0.2815038903879177,0.3033107791335849,0.16409042130014548,0.13269990764359782,-0.06727141259637612,-0.09714292395075913,-0.2218538772628241,-0.29681537187160445,-0.2119569539552039,0.03479740450985222,-0.20335895612175456
HALLMARK_TGF_BETA_SIGNALING,0.18340220954285757,-0.09249748955792506,-0.3988754770977351,-0.24935924398638334,0.27970086160427143,0.24700670169538574,0.2032139849451352,-0.19249912103692327,-0.2831045948332767,-0.22829963676560644,-0.03794925536399672,0.25781787482341734,-0.02863034063800124,0.4722277173584485,0.21450122843504937,0.13997839217282415,-0.4163424472119116,0.30902141401458
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.15061281478604982,-0.011888413988031088,-0.36076210097424166,-0.27008864340081007,0.28814421449339866,0.4115612931116818,-0.023175218889307098,-0.11983226534166735,0.23411098960896376,0.15482119639013003,-0.21886968744666002,-0.0672768347374672,-0.14252525389920367,0.612180941442243,-0.17891935819721994,-0.32122385634021516,-0.4323703135188933,0.20564187329421119
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06179360342784601,0.24397023658677108,-0.057738304744355096,-0.16785124557114484,0.2162623718546277,0.2888588928524327,0.10285351598588441,-0.06162792382595533,0.34024866022577427,0.11621783704730476,-0.2307889193028147,0.13516709798794235,-0.2255984677808639,-0.058101826263945666,0.22458594337159604,-0.28267895811659016,-0.3874379356136484,0.0782582070127826
HALLMARK_UV_RESPONSE_DN,0.0507603787692231,-0.19940125731725497,-0.15831402991166046,-0.15988794885103655,0.18719046405021847,0.16052579357839347,0.032553962648660284,-0.2501840488291753,-0.2394928148158678,-0.3179423212116889,0.16550863774835622,0.3242359468239972,-0.2204691482601162,0.28252023633320184,0.20962844782722184,0.26862376706813285,-0.21818190258150413,0.3083442586226769
HALLMARK_UV_RESPONSE_UP,0.030570405535026435,-0.011742557331843512,-0.28140736443172865,-0.151333355690018,0.26489891539709304,0.1800739554199469,-0.07481201387021702,-0.02013765094823794,0.08487222104839026,0.22211975844474263,-0.07949225682126432,0.06373244627712238,0.03956764861058673,0.3302783973243634,0.026881445797860337,-0.20856882308324928,-0.16665074135937413,-0.031032452610312955
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016842832682993164,-0.28545907925668934,0.09014820849449612,-0.006112972927400456,0.006292459513019433,0.24162582211685624,-0.08583975137366745,-0.37996767431711825,-0.18593725035127634,-0.10652431291601994,0.29594258101021864,0.28897260680868486,0.29675809782252227,0.2753471696265277,0.03028102656754217,-0.31041041084226995,0.039000717119380635,0.25710864589448
HALLMARK_XENOBIOTIC_METABOLISM,-0.20232277174367758,-0.04998526472990146,-0.20747681048257438,0.007813930052802204,0.19829962657631023,0.2733532258078696,0.0329310094705329,-0.09095791140623832,0.0788482857140125,0.08253650820072558,-0.07796833645354927,0.10091274281509058,-0.15587626499480678,0.14736931755427227,0.04645903128551404,-0.02360068204720822,0.007279653426721766,-0.05707521238905758
